batch,total_chains,elapsed_sec,ks_stat,converged,eta_mean,eta_sd
1,4,389.6409999999996,0.12138749999997006,FALSE,0.2475409598212759,0.23154990576116635
2,8,755.9030000000002,0.06605000000000855,FALSE,0.20621834994622334,0.20343194798807573
3,12,1100.6419999999998,0.04956249999999964,TRUE,0.20151245252381794,0.18851175730269354
