batch,total_chains,elapsed_sec,ks_stat,converged,eta_mean,eta_sd
1,4,10.076000000000022,0.05477500000003247,FALSE,0.1566602695040493,0.1152296601453783
2,8,20.57299999999941,0.03270624999998553,TRUE,0.1633316847141111,0.12330794721344115
