mean,sd,q05,q50,q95,ks,method
0.03316821476474031,0.02570975036720802,0.003736607150710825,0.027153224714801194,0.08358273194527967,0.028675000000000013,prior
0.03255391009296599,0.025884544797830412,0.0031703476842581194,0.02693596495681954,0.0813120975207624,0.026625000000000017,importance
0.032191641410597424,0.024363833791927386,0.003843539056122834,0.026639299438274734,0.078306249927233465,0.022387500000000015,power
0.031517652819015175,0.02414321599021573,0.00372272144,0.0258774435,0.07843397889999996,0,baseline
