mean,sd,q05,q50,q95,ks,method
0.37272027528668245,0.2906148967261339,0.037338746528814803,0.2908515988094148,0.9382190169253478,0.33553749999999993,prior
0.2475409598212757,0.23154990576116646,0.028847812242149953,0.15976591661134162,0.770917641303884,0.12243750000000003,importance
0.18731999837020394,0.1488281223281492,0.026401700101754834,0.14412274396078367,0.5060825137263041,0.03412500000000002,power
0.1787562212431895,0.14703872623028164,0.0270243179,0.138912855,0.469681328,0,baseline
