estimator,total_chains,elapsed_sec,batches_run,final_ks,converged
exact,4,9.751000000000204,1,0.00997499999999803,TRUE
prior_importance,4,98.33199999999943,1,0.02682500000001723,TRUE
importance,4,285.66200000000026,1,0.025500000000005824,TRUE
power,4,105.68399999999929,1,0.020537500000013486,TRUE
