batch,total_chains,elapsed_sec,ks_stat,converged,eta_mean,eta_sd
1,4,10.307000000000002,0.09729999999999771,FALSE,0.5822288969357362,0.22012049666949823
2,8,22.019999999999996,0.07162499999999056,FALSE,0.5694640627355446,0.24229525657451484
3,12,33.56,0.055874999999984944,FALSE,0.5824704993639837,0.2414417797607879
4,16,45.02399999999999,0.029421874999964535,TRUE,0.5984211823169154,0.24200528242071379
