batch,total_chains,elapsed_sec,ks_stat,converged,eta_mean,eta_sd
1,4,129.54600000000028,0.09934999999999938,FALSE,0.5577406307047805,0.2628150935801323
2,8,254.85500000000047,0.017187500000017113,TRUE,0.6088684044515899,0.2535513938462602
